"","cname","year","ccode","ccodealp","id","eper","cab","elec","par","exeleg","fed","dec","bic","jud","const","dir","pres","exepar8110","feduni8110","gtm_centrip","gdp","ppi","poli"
"282","Switzerland",1993,756,"CHE",56,2,4,2.6,6.7,0.67,3,42.68079081,4,1,3,13.5,2,1.67,1.59,1,24285.92,0.720000028610229,10
"283","Switzerland",1994,756,"CHE",56,2,4,2.6,6.7,0.67,3,42.07932245,4,1,3,13.5,2,1.67,1.59,1,25263.811,0.720000028610229,10
"284","Switzerland",1995,756,"CHE",56,2,4,2.6,6.7,0.67,3,41.33435508,4,1,3,13.5,2,1.67,1.59,1,25834.551,0.720000028610229,10
"259","Switzerland",1996,756,"CHE",56,3,4,4.37,5.6,0.67,3,40.56182006,4,1,3,13.5,2,1.67,1.59,1,26416.84,0.720000028610229,10
"260","Switzerland",1997,756,"CHE",56,3,4,4.37,5.6,0.67,3,40.16930097,4,1,3,13.5,2,1.67,1.59,1,27941.359,0.720000028610229,10
"261","Switzerland",1998,756,"CHE",56,3,4,4.37,5.6,0.67,3,39.02005563,4,1,3,13.5,2,1.67,1.59,1,29090.93,0.720000028610229,10
"265","Switzerland",1999,756,"CHE",56,3,4,4.37,5.6,0.67,3,40.29520487,4,1,3,13.5,2,1.67,1.59,1,29977.73,0.720000028610229,10
"262","Switzerland",2000,756,"CHE",56,4,4,3.17,5.16,0.67,3,38.25519232,4,1,3,13.5,2,1.67,1.59,1,31531.99,0.720000028610229,10
"263","Switzerland",2001,756,"CHE",56,4,4,3.17,5.16,0.67,3,40.07570549,4,1,3,13.5,2,1.67,1.59,NA,32140.75,0.720000028610229,10
"264","Switzerland",2002,756,"CHE",56,4,4,3.17,5.16,0.67,3,40.78705065,4,1,3,13.5,2,1.67,1.59,NA,33527.961,0.720000028610229,10
"278","Switzerland",2003,756,"CHE",56,4,4,3.17,5.16,0.67,3,40.15561756,4,1,3,13.5,2,1.67,1.59,NA,34011.352,0.720000028610229,10
"266","Switzerland",2004,756,"CHE",56,5,4,2.47,5.01,0.67,3,40.70737018,4,1,3,13.5,2,1.67,1.59,NA,36226.051,0.720000028610229,10
"267","Switzerland",2005,756,"CHE",56,5,4,2.47,5.01,0.67,3,40.55942498,4,1,3,13.5,2,1.67,1.59,NA,38773.398,0.720000028610229,10
"268","Switzerland",2006,756,"CHE",56,5,4,2.47,5.01,0.67,3,40.41067878,4,1,3,13.5,2,1.67,1.59,NA,41416,0.720000028610229,10
"269","Switzerland",2007,756,"CHE",56,5,4,2.47,5.01,0.67,3,40.91264302,4,1,3,13.5,2,1.67,1.59,NA,45676.09,0.720000028610229,10
"270","Switzerland",2008,756,"CHE",56,6,4,2.56,4.97,0.67,3,39.50595644,4,1,3,13.5,2,1.67,1.59,NA,48944.648,0.720000028610229,10
"271","Switzerland",2009,756,"CHE",56,6,4,2.56,4.97,0.67,3,39.8776125,4,1,3,13.5,2,1.67,1.59,NA,46582.469,0.720000028610229,10
"272","Switzerland",2010,756,"CHE",56,6,4,2.56,4.97,0.67,3,39.81836516,4,1,3,13.5,2,1.67,1.59,NA,49309.5,0.720000028610229,10
"273","Switzerland",2011,756,"CHE",56,6,4,2.56,4.97,0.67,3,39.21360891,4,1,3,13.5,2,1.67,1.59,NA,50454.41,0.720000028610229,10
"274","Switzerland",2012,756,"CHE",56,7,4,3.76,5.57,0.67,3,39.76310423,4,1,3,13.5,2,1.67,1.59,NA,NA,0.720000028610229,10
"275","Switzerland",2013,756,"CHE",56,7,4,3.76,5.57,0.67,3,NA,4,1,3,13.5,2,1.67,1.59,NA,NA,0.720000028610229,NA
"276","Switzerland",2014,756,"CHE",56,7,4,3.76,5.57,0.67,3,NA,4,1,3,13.5,2,1.67,1.59,NA,NA,0.720000028610229,NA
"277","Switzerland",2015,NA,"CHE",56,7,4,3.76,5.57,0.67,3,NA,4,1,3,13.5,2,1.67,1.59,NA,NA,0.720000028610229,NA
"1388","Taiwan",1996,158,"TWN",57,1,1,5.54,2.54,0.77,1,NA,1,2,3,0,2,NA,NA,2.5,15883.84,0.589999973773956,8
"1389","Taiwan",1997,158,"TWN",57,1,1,5.54,2.54,0.77,1,NA,1,2,3,0,2,NA,NA,2.5,16868.551,0.589999973773956,9
"1390","Taiwan",1998,158,"TWN",57,1,1,5.54,2.54,0.77,1,NA,1,2,3,0,2,NA,NA,2.5,17525.82,0.589999973773956,9
"1391","Taiwan",1999,158,"TWN",57,2,1,7.01,2.49,0.77,1,NA,1,2,3,0,2,NA,NA,2.5,18458.471,0.589999973773956,9
"1392","Taiwan",2000,158,"TWN",57,2,1,7.01,2.49,0.77,1,NA,1,2,3,0,2,NA,NA,2.5,20689.949,0.589999973773956,9
"1393","Taiwan",2001,158,"TWN",57,2,1,7.01,2.49,0.77,1,NA,1,2,3,0,2,NA,NA,NA,19871.631,0.589999973773956,9
"1394","Taiwan",2002,158,"TWN",57,3,4,4.12,3.47,0.77,1,NA,1,2,3,0,2,NA,NA,NA,20653.18,0.589999973773956,9
"1395","Taiwan",2003,158,"TWN",57,3,4,4.12,3.47,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,21903.301,0.589999973773956,9
"1396","Taiwan",2004,158,"TWN",57,3,4,4.12,3.47,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,23942.43,0.589999973773956,10
"1397","Taiwan",2005,158,"TWN",57,4,4,3.48,3.26,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,27332.6,0.589999973773956,10
"1398","Taiwan",2006,158,"TWN",57,4,4,3.48,3.26,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,28308.811,0.589999973773956,10
"1399","Taiwan",2007,158,"TWN",57,4,4,3.48,3.26,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,29233.84,0.589999973773956,10
"1403","Taiwan",2008,158,"TWN",57,4,4,3.48,3.26,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,29634.869,0.589999973773956,10
"1402","Taiwan",2009,158,"TWN",57,5,4,16.89,1.75,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,29580.641,0.589999973773956,10
"1400","Taiwan",2010,158,"TWN",57,5,4,16.89,1.75,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,32630.58,0.589999973773956,10
"1401","Taiwan",2011,158,"TWN",57,5,4,16.89,1.75,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,33965.871,0.589999973773956,10
"1406","Taiwan",2012,158,"TWN",57,5,4,16.89,1.75,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,NA,0.589999973773956,10
"1407","Taiwan",2013,158,"TWN",57,6,4,9.07,2.23,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,NA,0.589999973773956,NA
"1404","Taiwan",2014,158,"TWN",57,6,4,9.07,2.23,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,NA,0.589999973773956,NA
"1405","Taiwan",2015,NA,"TWN",57,6,4,9.07,2.23,0.77,1,NA,1,2,3,1.5,2,NA,NA,NA,NA,0.589999973773956,NA
"1362","Trinidad and Tobago",1990,780,"TTO",58,1,1,24.57,1.18,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,9227.6299,0.529999971389771,9
"1363","Trinidad and Tobago",1991,780,"TTO",58,1,1,24.57,1.18,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,9562.3701,0.529999971389771,9
"1364","Trinidad and Tobago",1992,780,"TTO",58,2,1,17.15,2.11,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,9202.0303,0.529999971389771,9
"1365","Trinidad and Tobago",1993,780,"TTO",58,2,1,17.15,2.11,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8545.2803,0.529999971389771,9
"1366","Trinidad and Tobago",1994,780,"TTO",58,2,1,17.15,2.11,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8479.9902,0.529999971389771,9
"1367","Trinidad and Tobago",1995,780,"TTO",58,2,1,17.15,2.11,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8719.4902,0.529999971389771,9
"1368","Trinidad and Tobago",1996,780,"TTO",58,3,1,1.65,2.23,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8663.1504,0.529999971389771,9
"1369","Trinidad and Tobago",1997,780,"TTO",58,3,1,1.65,2.23,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8475.8301,0.529999971389771,10
"1370","Trinidad and Tobago",1998,780,"TTO",58,3,1,1.65,2.23,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,8246.3799,0.529999971389771,10
"1371","Trinidad and Tobago",1999,780,"TTO",58,3,1,1.65,2.23,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,3.5,9873.0303,0.529999971389771,10
"1372","Trinidad and Tobago",2000,780,"TTO",58,3,1,1.65,2.23,0.66,1,4.18778467178345,3,1,2,0,1,-0.79,-0.34,3.5,11203.41,0.529999971389771,10
"1373","Trinidad and Tobago",2001,780,"TTO",58,4,1,1.94,2.1,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,10314.21,0.529999971389771,10
"1374","Trinidad and Tobago",2002,780,"TTO",58,5,1,3.16,2,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,11271.72,0.529999971389771,10
"1375","Trinidad and Tobago",2003,780,"TTO",58,6,1,3.71,1.98,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,14038.85,0.529999971389771,10
"1376","Trinidad and Tobago",2004,780,"TTO",58,6,1,3.71,1.98,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,15279.06,0.529999971389771,10
"1377","Trinidad and Tobago",2005,780,"TTO",58,6,1,3.71,1.98,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,16930.85,0.529999971389771,10
"1378","Trinidad and Tobago",2006,780,"TTO",58,6,1,3.71,1.98,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,19007.34,0.529999971389771,10
"1379","Trinidad and Tobago",2007,780,"TTO",58,6,1,3.71,1.98,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,20132.33,0.529999971389771,10
"1380","Trinidad and Tobago",2008,780,"TTO",58,7,1,20.81,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,23679.131,0.529999971389771,10
"1381","Trinidad and Tobago",2009,780,"TTO",58,7,1,20.81,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,25711.34,0.529999971389771,10
"1382","Trinidad and Tobago",2010,780,"TTO",58,7,1,20.81,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,24026.449,0.529999971389771,10
"1383","Trinidad and Tobago",2011,780,"TTO",58,8,1,10.55,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,22089.16,0.529999971389771,10
"1384","Trinidad and Tobago",2012,780,"TTO",58,8,1,10.55,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,NA,0.529999971389771,10
"1385","Trinidad and Tobago",2013,780,"TTO",58,8,1,10.55,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,NA,0.529999971389771,NA
"1386","Trinidad and Tobago",2014,780,"TTO",58,8,1,10.55,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,NA,0.529999971389771,NA
"1387","Trinidad and Tobago",2015,NA,"TTO",58,8,1,10.55,1.87,0.66,1,NA,3,1,2,0,1,-0.79,-0.34,NA,NA,0.529999971389771,NA
"555","United Kingdom",1990,826,"GBR",59,1,1,14.95,2.17,0.91,1,6.98864703,2,1,1,-1,1,-1.48,-1.12,4,15372.06,0.779999971389771,10
"556","United Kingdom",1991,826,"GBR",59,1,1,14.95,2.17,0.91,1,4.187443999,2,1,1,-1,1,-1.48,-1.12,4,15632.86,0.779999971389771,10
"557","United Kingdom",1992,826,"GBR",59,1,1,14.95,2.17,0.91,1,4.015387504,2,1,1,-1,1,-1.48,-1.12,4,16076.73,0.779999971389771,10
"558","United Kingdom",1993,826,"GBR",59,2,1,13.55,2.27,0.91,1,3.903656841,2,1,1,-1,1,-1.48,-1.12,4,16812.34,0.779999971389771,10
"559","United Kingdom",1994,826,"GBR",59,2,1,13.55,2.27,0.91,1,3.77094666,2,1,1,-1,1,-1.48,-1.12,4,17894.73,0.779999971389771,10
"560","United Kingdom",1995,826,"GBR",59,2,1,13.55,2.27,0.91,1,3.72720826,2,1,1,-1,1,-1.48,-1.12,4,18729.779,0.779999971389771,10
"561","United Kingdom",1996,826,"GBR",59,2,1,13.55,2.27,0.91,1,3.796770442,2,1,1,-1,1,-1.48,-1.12,4,19850.35,0.779999971389771,10
"562","United Kingdom",1997,826,"GBR",59,2,1,13.55,2.27,0.91,1,3.8397,2,1,1,-1,1,-1.48,-1.12,4,21850.75,0.779999971389771,10
"563","United Kingdom",1998,826,"GBR",59,3,1,16.51,2.13,0.91,1,3.862016767,2,1,1,-1,1,-1.48,-1.12,4,22989.369,0.779999971389771,10
"564","United Kingdom",1999,826,"GBR",59,3,1,16.51,2.13,0.91,1,3.92083667,2,1,1,-1,1,-1.48,-1.12,4,24398.5,0.779999971389771,10
"565","United Kingdom",2000,826,"GBR",59,3,1,16.51,2.13,0.91,1,4.006175483,2,1,1,-1,1,-1.48,-1.12,4,26507.83,0.779999971389771,10
"566","United Kingdom",2001,826,"GBR",59,3,1,16.51,2.13,0.91,1,4.163234561,2,1,1,-1,1,-1.48,-1.12,NA,27897.939,0.779999971389771,10
"567","United Kingdom",2002,826,"GBR",59,4,1,17.76,2.17,0.91,1,4.488800166,2,1,1,-1,1,-1.48,-1.12,NA,28325.58,0.779999971389771,10
"568","United Kingdom",2003,826,"GBR",59,4,1,17.76,2.17,0.91,1,4.766260111,2,1,1,-1,1,-1.48,-1.12,NA,28973.65,0.779999971389771,10
"569","United Kingdom",2004,826,"GBR",59,4,1,17.76,2.17,0.91,1,4.791122528,2,1,1,-1,1,-1.48,-1.12,NA,30488.711,0.779999971389771,10
"570","United Kingdom",2005,826,"GBR",59,4,1,17.76,2.17,0.91,1,4.75206981,2,1,1,-1,1,-1.48,-1.12,NA,32068.869,0.779999971389771,10
"571","United Kingdom",2006,826,"GBR",59,5,1,16.73,2.46,0.91,1,4.636701099,2,1,1,-1,1,-1.48,-1.12,NA,32924.91,0.779999971389771,10
"572","United Kingdom",2007,826,"GBR",59,5,1,16.73,2.46,0.91,1,4.678545606,2,1,1,-1,1,-1.48,-1.12,NA,33669.199,0.779999971389771,10
"573","United Kingdom",2008,826,"GBR",59,5,1,16.73,2.46,0.91,1,4.786489765,2,1,1,-1,1,-1.48,-1.12,NA,33365.262,0.779999971389771,10
"574","United Kingdom",2009,826,"GBR",59,5,1,16.73,2.46,0.91,1,5.30008266,2,1,1,-1,1,-1.48,-1.12,NA,32626.311,0.779999971389771,10
"575","United Kingdom",2010,826,"GBR",59,5,1,16.73,2.46,0.91,1,5.071910921,2,1,1,-1,1,-1.48,-1.12,NA,34258.531,0.779999971389771,10
"576","United Kingdom",2011,826,"GBR",59,6,2,15.1,2.57,0.91,1,4.842588201,2,1,1,-1,1,-1.48,-1.12,NA,34791.051,0.779999971389771,10
"577","United Kingdom",2012,826,"GBR",59,6,2,15.1,2.57,0.91,1,4.898443755,2,1,1,-1,1,-1.48,-1.12,NA,NA,0.779999971389771,10
"578","United Kingdom",2013,826,"GBR",59,6,2,15.1,2.57,0.91,1,NA,2,1,1,-1,1,-1.48,-1.12,NA,NA,0.779999971389771,NA
"579","United Kingdom",2014,826,"GBR",59,6,2,15.1,2.57,0.91,1,NA,2,1,1,-1,1,-1.48,-1.12,NA,NA,0.779999971389771,NA
"580","United Kingdom",2015,NA,"GBR",59,6,2,15.1,2.57,0.91,1,NA,2,1,1,-1,1,-1.48,-1.12,NA,NA,0.779999971389771,NA
"1434","United States",1990,840,"USA",60,1,1,5.55,1.93,0.83,3,33.24401024,4,3,3,0,3,-0.63,2.18,0,22713.561,0.629999995231628,10
"1435","United States",1991,840,"USA",60,2,1,7.89,1.91,0.83,3,34.07652387,4,3,3,0,3,-0.63,2.18,0,23182.58,0.629999995231628,10
"1436","United States",1992,840,"USA",60,2,1,7.89,1.91,0.83,3,34.50664673,4,3,3,0,3,-0.63,2.18,0,24352.891,0.629999995231628,10
"1437","United States",1993,840,"USA",60,3,1,7.08,1.94,0.83,3,33.9807893,4,3,3,0,3,-0.63,2.18,0,25423.859,0.629999995231628,10
"1438","United States",1994,840,"USA",60,3,1,7.08,1.94,0.83,3,33.58558391,4,3,3,0,3,-0.63,2.18,0,26828.43,0.629999995231628,10
"1439","United States",1995,840,"USA",60,4,1,1.31,2,0.83,3,33.07949168,4,3,3,0,3,-0.63,2.18,0,27795.199,0.629999995231628,10
"1440","United States",1996,840,"USA",60,4,1,1.31,2,0.83,3,32.53522632,4,3,3,0,3,-0.63,2.18,0,29110.461,0.629999995231628,10
"1441","United States",1997,840,"USA",60,5,1,3.21,2,0.83,3,31.87934145,4,3,3,0,3,-0.63,2.18,0,30634.369,0.629999995231628,10
"1442","United States",1998,840,"USA",60,5,1,3.21,2,0.83,3,31.50602882,4,3,3,0,3,-0.63,2.18,0,31968.84,0.629999995231628,10
"1443","United States",1999,840,"USA",60,6,1,2.71,2.01,0.83,3,31.29344544,4,3,3,0,3,-0.63,2.18,0,33602.738,0.629999995231628,10
"1444","United States",2000,840,"USA",60,6,1,2.71,2.01,0.83,3,30.83219753,4,3,3,0,3,-0.63,2.18,0,35412.48,0.629999995231628,10
"1445","United States",2001,840,"USA",60,7,1,3.15,2.02,0.83,3,31.71381705,4,3,3,0,3,-0.63,2.18,NA,36122.871,0.629999995231628,10
"1446","United States",2002,840,"USA",60,7,1,3.15,2.02,0.83,3,33.93270427,4,3,3,0,3,-0.63,2.18,NA,36804.328,0.629999995231628,10
"1447","United States",2003,840,"USA",60,8,1,2,2,0.83,3,34.82773784,4,3,3,0,3,-0.63,2.18,NA,38098.34,0.629999995231628,10
"1448","United States",2004,840,"USA",60,8,1,2,2,0.83,3,35.07780789,4,3,3,0,3,-0.63,2.18,NA,40142.371,0.629999995231628,10
"1449","United States",2005,840,"USA",60,9,1,2.99,2,0.83,3,34.27469332,4,3,3,0,3,-0.63,2.18,NA,42329.648,0.629999995231628,10
"1450","United States",2006,840,"USA",60,9,1,2.99,2,0.83,3,33.77040026,4,3,3,0,3,-0.63,2.18,NA,44447.898,0.629999995231628,10
"1451","United States",2007,840,"USA",60,10,1,1.57,1.99,0.83,3,33.9024272,4,3,3,0,3,-0.63,2.18,NA,46208.621,0.629999995231628,10
"1452","United States",2008,840,"USA",60,10,1,1.57,1.99,0.83,3,35.62696154,4,3,3,0,3,-0.63,2.18,NA,46519.891,0.629999995231628,10
"1453","United States",2009,840,"USA",60,11,1,4.01,1.94,0.83,3,37.83017137,4,3,3,0,3,-0.63,2.18,NA,44845.301,0.629999995231628,10
"1454","United States",2010,840,"USA",60,11,1,4.01,1.94,0.83,3,36.87083077,4,3,3,0,3,-0.63,2.18,NA,46203.23,0.629999995231628,10
"1455","United States",2011,840,"USA",60,12,1,3.14,1.97,0.83,3,36.62834682,4,3,3,0,3,-0.63,2.18,NA,47769.699,0.629999995231628,10
"1456","United States",2012,840,"USA",60,12,1,3.14,1.97,0.83,3,35.46828644,4,3,3,0,3,-0.63,2.18,NA,NA,0.629999995231628,10
"1457","United States",2013,840,"USA",60,13,1,4.79,1.99,0.83,3,NA,4,3,3,0,3,-0.63,2.18,NA,NA,0.629999995231628,NA
"1458","United States",2014,840,"USA",60,13,1,4.79,1.99,0.83,3,NA,4,3,3,0,3,-0.63,2.18,NA,NA,0.629999995231628,NA
"1459","United States",2015,NA,"USA",60,14,1,4.35,1.96,0.83,3,NA,4,3,3,0,3,-0.63,2.18,NA,NA,0.629999995231628,NA
"1408","Uruguay",1990,858,"URY",61,1,1,0.54,3.33,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,5624.8198,0.660000026226044,10
"1409","Uruguay",1991,858,"URY",61,1,1,0.54,3.33,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,6100.5801,0.660000026226044,10
"1410","Uruguay",1992,858,"URY",61,1,1,0.54,3.33,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,6985.9102,0.660000026226044,10
"1411","Uruguay",1993,858,"URY",61,1,1,0.54,3.33,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,7373.2402,0.660000026226044,10
"1412","Uruguay",1994,858,"URY",61,1,1,0.54,3.33,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8113.52,0.660000026226044,10
"1413","Uruguay",1995,858,"URY",61,2,1,0.43,3.3,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8137.8701,0.660000026226044,10
"1414","Uruguay",1996,858,"URY",61,2,1,0.43,3.3,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8694.8496,0.660000026226044,10
"1415","Uruguay",1997,858,"URY",61,2,1,0.43,3.3,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8783.3604,0.660000026226044,10
"1416","Uruguay",1998,858,"URY",61,2,1,0.43,3.3,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8888.0303,0.660000026226044,10
"1417","Uruguay",1999,858,"URY",61,2,1,0.43,3.3,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8392.7002,0.660000026226044,10
"1418","Uruguay",2000,858,"URY",61,3,1,0.6,3.07,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,2,8197.6396,0.660000026226044,10
"1419","Uruguay",2001,858,"URY",61,3,1,0.6,3.07,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,7910.52,0.660000026226044,10
"1420","Uruguay",2002,858,"URY",61,3,1,0.6,3.07,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,7321.02,0.660000026226044,10
"1421","Uruguay",2003,858,"URY",61,3,1,0.6,3.07,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,7350.0298,0.660000026226044,10
"1422","Uruguay",2004,858,"URY",61,3,1,0.6,3.07,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,7803.7798,0.660000026226044,10
"1423","Uruguay",2005,858,"URY",61,4,1,1.32,2.39,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,8538.5596,0.660000026226044,10
"1424","Uruguay",2006,858,"URY",61,4,1,1.32,2.39,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,9037.29,0.660000026226044,10
"1425","Uruguay",2007,858,"URY",61,4,1,1.32,2.39,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,9693.4102,0.660000026226044,10
"1426","Uruguay",2008,858,"URY",61,4,1,1.32,2.39,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,10540.09,0.660000026226044,10
"1427","Uruguay",2009,858,"URY",61,4,1,1.32,2.39,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,10788.83,0.660000026226044,10
"1428","Uruguay",2010,858,"URY",61,5,1,1.1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,11979.03,0.660000026226044,10
"1429","Uruguay",2011,858,"URY",61,5,1,1.1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,12804.84,0.660000026226044,10
"1430","Uruguay",2012,858,"URY",61,5,1,1.1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,NA,0.660000026226044,10
"1431","Uruguay",2013,858,"URY",61,5,1,1.1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,NA,0.660000026226044,NA
"1432","Uruguay",2014,858,"URY",61,5,1,1.1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,NA,0.660000026226044,NA
"1433","Uruguay",2015,NA,"URY",61,6,1,1,2.65,0.74,1,NA,3,1,2,7.5,3,0.31,-0.84,NA,NA,0.660000026226044,NA
