"","cname","year","ccode","ccodealp","id","eper","cab","elec","par","exeleg","fed","dec","bic","jud","const","dir","pres","exepar8110","feduni8110","gtm_centrip","gdp","ppi","poli"
"217","Botswana",1990,72,"BWA",8,1,1,22.86,1.19,0.57,1,0.91,3,1,2,2.5,1,-1.62,-0.52,4,4235.7998,0.439999997615814,7
"219","Botswana",1991,72,"BWA",8,1,1,22.86,1.19,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,4669.4902,0.439999997615814,7
"231","Botswana",1992,72,"BWA",8,1,1,22.86,1.19,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,4864.6201,0.439999997615814,7
"221","Botswana",1993,72,"BWA",8,1,1,22.86,1.19,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,5006.1299,0.439999997615814,7
"220","Botswana",1994,72,"BWA",8,1,1,22.86,1.19,0.57,1,9.79,3,1,2,2.5,1,-1.62,-0.52,4,5175.2402,0.439999997615814,7
"227","Botswana",1995,72,"BWA",8,2,1,11.5,1.78,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,5487.04,0.439999997615814,7
"232","Botswana",1996,72,"BWA",8,2,1,11.5,1.78,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,5953.0298,0.439999997615814,7
"215","Botswana",1997,72,"BWA",8,2,1,11.5,1.78,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,6175.6201,0.439999997615814,8
"208","Botswana",1998,72,"BWA",8,2,1,11.5,1.78,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,6848.3301,0.439999997615814,8
"212","Botswana",1999,72,"BWA",8,2,1,11.5,1.78,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,7300.1699,0.439999997615814,8
"229","Botswana",2000,72,"BWA",8,3,1,20.89,1.42,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,4,6969.29,0.439999997615814,8
"226","Botswana",2001,72,"BWA",8,3,1,20.89,1.42,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,8254.0098,0.439999997615814,8
"225","Botswana",2002,72,"BWA",8,3,1,20.89,1.42,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,9487,0.439999997615814,8
"216","Botswana",2003,72,"BWA",8,3,1,20.89,1.42,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,8738.5195,0.439999997615814,8
"218","Botswana",2004,72,"BWA",8,3,1,20.89,1.42,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,9242.2803,0.439999997615814,8
"207","Botswana",2005,72,"BWA",8,4,1,21.3,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,8812.1396,0.439999997615814,8
"224","Botswana",2006,72,"BWA",8,4,1,21.3,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,10070.89,0.439999997615814,8
"211","Botswana",2007,72,"BWA",8,4,1,21.3,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,10689.01,0.439999997615814,8
"213","Botswana",2008,72,"BWA",8,4,1,21.3,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,12935.19,0.439999997615814,8
"210","Botswana",2009,72,"BWA",8,4,1,21.3,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,10883.16,0.439999997615814,8
"223","Botswana",2010,72,"BWA",8,5,1,21.69,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,12410.86,0.439999997615814,8
"222","Botswana",2011,72,"BWA",8,5,1,21.69,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,12770.73,0.439999997615814,8
"214","Botswana",2012,72,"BWA",8,5,1,21.69,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,NA,0.439999997615814,8
"209","Botswana",2013,72,"BWA",8,5,1,21.69,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,NA,0.439999997615814,NA
"228","Botswana",2014,72,"BWA",8,5,1,21.69,1.56,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,NA,0.439999997615814,NA
"230","Botswana",2015,NA,"BWA",8,6,1,16.91,1.95,0.57,1,NA,3,1,2,2.5,1,-1.62,-0.52,NA,NA,0.439999997615814,NA
"135","Bulgaria",1991,100,"BGR",9,1,3,12.5,2.41,0.75,1,NA,1,2,2,2.5,1,NA,NA,6,6586.2402,0.779999971389771,8
"148","Bulgaria",1992,100,"BGR",9,1,3,12.5,2.41,0.75,1,NA,1,2,2,2.5,1,NA,NA,6,6840.2202,0.779999971389771,8
"136","Bulgaria",1993,100,"BGR",9,1,NA,12.5,2.41,0.75,1,NA,1,2,2,2.5,1,NA,NA,6,5344.5601,0.779999971389771,8
"137","Bulgaria",1994,100,"BGR",9,1,NA,12.5,2.41,0.75,1,NA,1,2,2,2.5,1,NA,NA,6,5469.6401,0.779999971389771,8
"138","Bulgaria",1995,100,"BGR",9,2,1,7.78,2.73,0.75,1,11.14766082,1,2,2,2.5,1,NA,NA,6,5608.29,0.779999971389771,8
"139","Bulgaria",1996,100,"BGR",9,2,1,7.78,2.73,0.75,1,11.93941778,1,2,2,2.5,1,NA,NA,6,5183.46,0.779999971389771,8
"140","Bulgaria",1997,100,"BGR",9,2,1,7.78,2.73,0.75,1,12.09727194,1,2,2,2.5,1,NA,NA,6,4905.4199,0.779999971389771,8
"141","Bulgaria",1998,100,"BGR",9,3,1,3.94,2.52,0.75,1,11.90617128,1,2,2,2.5,1,NA,NA,6,5556.3398,0.779999971389771,8
"142","Bulgaria",1999,100,"BGR",9,3,1,3.94,2.52,0.75,1,11.41611049,1,2,2,2.5,1,NA,NA,6,6087.9102,0.779999971389771,8
"143","Bulgaria",2000,100,"BGR",9,3,1,3.94,2.52,0.75,1,10.18114474,1,2,2,2.5,1,NA,NA,6,6878.2798,0.779999971389771,8
"133","Bulgaria",2001,100,"BGR",9,3,1,3.94,2.92,0.75,1,11.14113534,1,2,2,2.5,1,NA,NA,NA,7390.4399,0.779999971389771,9
"145","Bulgaria",2002,100,"BGR",9,4,4,7.82,2.92,0.75,1,11.34333407,1,2,2,2.5,1,NA,NA,NA,7915,0.779999971389771,9
"146","Bulgaria",2003,100,"BGR",9,4,4,7.82,2.92,0.75,1,1.551964712,1,2,2,2.5,1,NA,NA,NA,8276.0596,0.779999971389771,9
"147","Bulgaria",2004,100,"BGR",9,4,4,7.82,2.92,0.75,1,1.560606645,1,2,2,2.5,1,NA,NA,NA,8907.9404,0.779999971389771,9
"134","Bulgaria",2005,100,"BGR",9,4,4,7.82,4.8,0.75,1,1.765884876,1,2,2,2.5,1,NA,NA,NA,9722.6504,0.779999971389771,9
"151","Bulgaria",2006,100,"BGR",9,5,4,3.97,4.8,0.75,1,2.347571326,1,2,2,2.5,1,NA,NA,NA,10845.72,0.779999971389771,9
"152","Bulgaria",2007,100,"BGR",9,5,4,3.97,4.8,0.75,1,2.6108593,1,2,2,2.5,1,NA,NA,NA,11886.22,0.779999971389771,9
"149","Bulgaria",2008,100,"BGR",9,5,4,3.97,4.8,0.75,1,2.943294611,1,2,2,2.5,1,NA,NA,NA,13433.97,0.779999971389771,9
"150","Bulgaria",2009,100,"BGR",9,5,4,3.97,4.8,0.75,1,2.781113454,1,2,2,2.5,1,NA,NA,NA,12941.35,0.779999971389771,9
"130","Bulgaria",2010,100,"BGR",9,6,3,7,3.34,0.75,1,2.86628635,1,2,2,2.5,1,NA,NA,NA,13474.99,0.779999971389771,9
"131","Bulgaria",2011,100,"BGR",9,6,3,7,3.34,0.75,1,2.998832003,1,2,2,2.5,1,NA,NA,NA,13967.45,0.779999971389771,9
"153","Bulgaria",2012,100,"BGR",9,6,3,7,3.34,0.75,1,2.966661432,1,2,2,2.5,1,NA,NA,NA,NA,0.779999971389771,9
"154","Bulgaria",2013,100,"BGR",9,6,3,7,3.34,0.75,1,NA,1,2,2,2.5,1,NA,NA,NA,NA,0.779999971389771,NA
"144","Bulgaria",2014,100,"BGR",9,7,3,10.88,3.15,0.75,1,NA,1,2,2,2.5,1,NA,NA,NA,NA,0.779999971389771,NA
"132","Bulgaria",2015,NA,"BGR",9,8,3,2.52,5.06,0.75,1,NA,1,2,2,2.5,1,NA,NA,NA,NA,0.779999971389771,NA
"235","Canada",1990,124,"CAN",10,1,1,11.33,2.33,0.88,3,46.19984416,3,3,3,-2,1,-1.03,1.81,3,20659.289,0.720000028610229,10
"248","Canada",1991,124,"CAN",10,1,1,11.33,2.33,0.88,3,45.85683633,3,3,3,-2,1,-1.03,1.81,3,20686.471,0.720000028610229,10
"253","Canada",1992,124,"CAN",10,1,1,11.33,2.33,0.88,3,45.83509382,3,3,3,-2,1,-1.03,1.81,3,21103.461,0.720000028610229,10
"247","Canada",1993,124,"CAN",10,1,1,11.33,2.33,0.88,3,47.40589326,3,3,3,-2,1,-1.03,1.81,3,21691.471,0.720000028610229,10
"237","Canada",1994,124,"CAN",10,2,1,17.67,2.35,0.88,3,46.5559672,3,3,3,-2,1,-1.03,1.81,3,22902.25,0.720000028610229,10
"238","Canada",1995,124,"CAN",10,2,1,17.67,2.35,0.88,3,46.88930593,3,3,3,-2,1,-1.03,1.81,3,24021.631,0.720000028610229,10
"252","Canada",1996,124,"CAN",10,2,1,17.67,2.35,0.88,3,46.19933116,3,3,3,-2,1,-1.03,1.81,3,24653.07,0.720000028610229,10
"233","Canada",1997,124,"CAN",10,2,1,17.67,2.35,0.88,3,45.19873147,3,3,3,-2,1,-1.03,1.81,3,25683,0.720000028610229,10
"236","Canada",1998,124,"CAN",10,3,1,13.26,2.98,0.88,3,45.32753808,3,3,3,-2,1,-1.03,1.81,3,26168.779,0.720000028610229,10
"256","Canada",1999,124,"CAN",10,3,1,13.26,2.98,0.88,3,47.1561073,3,3,3,-2,1,-1.03,1.81,3,28025.279,0.720000028610229,10
"257","Canada",2000,124,"CAN",10,3,1,13.26,2.98,0.88,3,46.06562248,3,3,3,-2,1,-1.03,1.81,3,29887.73,0.720000028610229,10
"254","Canada",2001,124,"CAN",10,3,1,13.56,2.54,0.88,3,46.42731911,3,3,3,-2,1,-1.03,1.81,NA,30252.59,0.720000028610229,10
"243","Canada",2002,124,"CAN",10,3,1,13.56,2.54,0.88,3,46.7459216,3,3,3,-2,1,-1.03,1.81,NA,30223.539,0.720000028610229,10
"250","Canada",2003,124,"CAN",10,3,1,13.56,2.54,0.88,3,46.74866014,3,3,3,-2,1,-1.03,1.81,NA,31804.91,0.720000028610229,10
"245","Canada",2004,124,"CAN",10,3,1,13.56,2.54,0.88,3,46.94110643,3,3,3,-2,1,-1.03,1.81,NA,33201.051,0.720000028610229,10
"246","Canada",2005,124,"CAN",10,4,3,9.81,3.03,0.88,3,47.16054701,3,3,3,-2,1,-1.03,1.81,NA,35533.988,0.720000028610229,10
"242","Canada",2006,124,"CAN",10,4,3,9.81,3.03,0.88,3,47.45263795,3,3,3,-2,1,-1.03,1.81,NA,35790.629,0.720000028610229,10
"240","Canada",2007,124,"CAN",10,5,3,8.61,3.22,0.88,3,47.43897152,3,3,3,-2,1,-1.03,1.81,NA,36886.27,0.720000028610229,10
"239","Canada",2008,124,"CAN",10,5,3,8.61,3.22,0.88,3,48.20741966,3,3,3,-2,1,-1.03,1.81,NA,35839.469,0.720000028610229,10
"244","Canada",2009,124,"CAN",10,6,3,10.09,3.15,0.88,3,48.83533871,3,3,3,-2,1,-1.03,1.81,NA,35719.969,0.720000028610229,10
"258","Canada",2010,124,"CAN",10,6,3,10.09,3.15,0.88,3,49.22218347,3,3,3,-2,1,-1.03,1.81,NA,36324.031,0.720000028610229,10
"234","Canada",2011,124,"CAN",10,6,3,10.09,3.15,0.88,3,49.39549227,3,3,3,-2,1,-1.03,1.81,NA,36577.078,0.720000028610229,10
"241","Canada",2012,124,"CAN",10,7,1,12.42,2.41,0.88,3,49.52125161,3,3,3,-2,1,-1.03,1.81,NA,NA,0.720000028610229,10
"251","Canada",2013,124,"CAN",10,7,1,12.42,2.41,0.88,3,NA,3,3,3,-2,1,-1.03,1.81,NA,NA,0.720000028610229,NA
"249","Canada",2014,124,"CAN",10,7,1,12.42,2.41,0.88,3,NA,3,3,3,-2,1,-1.03,1.81,NA,NA,0.720000028610229,NA
"255","Canada",2015,NA,"CAN",10,7,2,12.42,2.41,0.88,3,NA,3,3,3,-2,1,-1.03,1.81,NA,NA,0.720000028610229,NA
"321","Cape Verde",1991,132,"CPV",11,1,1,7.85,1.7,NA,1,NA,1,1,2,1,2,NA,NA,NA,989.17999,NA,8
"322","Cape Verde",1992,132,"CPV",11,1,1,7.85,1.7,NA,1,NA,1,1,2,1,2,NA,NA,5,1084.92,NA,8
"323","Cape Verde",1993,132,"CPV",11,1,1,7.85,1.7,NA,1,NA,1,1,2,1,2,NA,NA,5,1143.02,NA,8
"330","Cape Verde",1994,132,"CPV",11,1,1,7.85,1.7,NA,1,NA,1,1,2,1,2,NA,NA,5,1324.11,NA,8
"332","Cape Verde",1995,132,"CPV",11,1,1,7.85,1.7,NA,1,NA,1,1,2,1,2,NA,NA,5,1155.86,NA,8
"318","Cape Verde",1996,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,5,1427.1899,NA,8
"333","Cape Verde",1997,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,5,1464.6801,NA,8
"334","Cape Verde",1998,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,5,1608.55,NA,8
"335","Cape Verde",1999,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,5,1883.09,NA,8
"313","Cape Verde",2000,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,5,2053.0801,NA,8
"314","Cape Verde",2001,132,"CPV",11,2,1,7,3.15,NA,1,NA,1,1,2,1,2,NA,NA,NA,2140.52,NA,10
"319","Cape Verde",2002,132,"CPV",11,3,1,5.51,2.07,NA,1,NA,1,1,2,1,2,NA,NA,NA,2210.29,NA,10
"320","Cape Verde",2003,132,"CPV",11,3,1,5.51,2.07,NA,1,NA,1,1,2,1,2,NA,NA,NA,2311.0601,NA,10
"315","Cape Verde",2004,132,"CPV",11,3,1,5.51,2.07,NA,1,NA,1,1,2,1,2,NA,NA,NA,2615.22,NA,10
"316","Cape Verde",2005,132,"CPV",11,3,1,5.51,2.07,NA,1,NA,1,1,2,1,2,NA,NA,NA,2709.95,NA,10
"317","Cape Verde",2006,132,"CPV",11,3,1,5.51,2.07,NA,1,NA,1,1,2,1,2,NA,NA,NA,2782.6799,NA,10
"331","Cape Verde",2007,132,"CPV",11,4,1,4.19,2.05,NA,1,NA,1,1,2,1,2,NA,NA,NA,3129.26,NA,10
"325","Cape Verde",2008,132,"CPV",11,4,1,4.19,2.05,NA,1,NA,1,1,2,1,2,NA,NA,NA,3497.6101,NA,10
"326","Cape Verde",2009,132,"CPV",11,4,1,4.19,2.05,NA,1,NA,1,1,2,1,2,NA,NA,NA,3379.1399,NA,10
"327","Cape Verde",2010,132,"CPV",11,4,1,4.19,2.05,NA,1,NA,1,1,2,1,2,NA,NA,NA,3765.3799,NA,10
"324","Cape Verde",2011,132,"CPV",11,4,1,4.19,2.05,NA,1,NA,1,1,2,1,2,NA,NA,NA,3972.6101,NA,10
"329","Cape Verde",2012,132,"CPV",11,5,1,1.95,2.1,NA,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,10
"311","Cape Verde",2013,132,"CPV",11,5,1,1.95,2.1,NA,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA
"312","Cape Verde",2014,132,"CPV",11,5,1,1.95,2.1,NA,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA
"328","Cape Verde",2015,NA,"CPV",11,5,1,1.95,2.1,NA,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA
"300","Chile",1990,152,"CHL",12,1,1,7.09,5.31,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,4846.5898,0.560000002384186,8
"288","Chile",1991,152,"CHL",12,1,1,7.09,5.31,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,5312.4102,0.560000002384186,8
"289","Chile",1992,152,"CHL",12,1,1,7.09,5.31,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,5995.3398,0.560000002384186,8
"290","Chile",1993,152,"CHL",12,1,1,7.09,5.31,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,6414.3101,0.560000002384186,8
"291","Chile",1994,152,"CHL",12,2,1,6.18,4.97,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,6974.1099,0.560000002384186,8
"286","Chile",1995,152,"CHL",12,2,1,6.18,4.97,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,7950.9102,0.560000002384186,8
"292","Chile",1996,152,"CHL",12,2,1,6.18,4.97,0.71,1,NA,4,1,2,0.5,3,NA,NA,1,8341.8096,0.560000002384186,8
"293","Chile",1997,152,"CHL",12,2,1,6.18,4.97,0.71,1,7.90000036358833,4,1,2,0.5,3,NA,NA,1,8310.1699,0.560000002384186,8
"294","Chile",1998,152,"CHL",12,3,1,7.97,5.4,0.71,1,8.39999988675117,4,1,2,0.5,3,NA,NA,1,8265.4902,0.560000002384186,8
"295","Chile",1999,152,"CHL",12,3,1,7.97,5.4,0.71,1,9.0999998152256,4,1,2,0.5,3,NA,NA,1,7910.9199,0.560000002384186,8
"296","Chile",2000,152,"CHL",12,3,1,7.97,5.4,0.71,1,8.60000029206276,4,1,2,0.5,3,NA,NA,1,8299.2002,0.560000002384186,9
"297","Chile",2001,152,"CHL",12,3,1,7.97,5.4,0.71,1,8.60000029206276,4,1,2,0.5,3,NA,NA,NA,8296.71,0.560000002384186,9
"298","Chile",2002,152,"CHL",12,4,1,5.17,5.94,0.71,1,8.60000029206276,4,1,2,0.5,3,NA,NA,NA,8359.8398,0.560000002384186,9
"299","Chile",2003,152,"CHL",12,4,1,5.17,5.94,0.71,1,8.60000029206276,4,1,2,0.5,3,NA,NA,NA,8767.5,0.560000002384186,9
"287","Chile",2004,152,"CHL",12,4,1,5.17,5.94,0.71,1,7.40000009536743,4,1,2,0.5,3,NA,NA,NA,9861.3496,0.560000002384186,9
"302","Chile",2005,152,"CHL",12,4,1,5.17,5.94,0.71,1,6.89999982714653,4,1,2,0.5,3,NA,NA,NA,11209.46,0.560000002384186,9
"303","Chile",2006,152,"CHL",12,5,1,7.08,5.59,0.71,1,5.79999983310699,4,1,2,0.5,3,NA,NA,NA,12959.77,0.560000002384186,10
"304","Chile",2007,152,"CHL",12,5,1,7.08,5.59,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,13522.38,0.560000002384186,10
"285","Chile",2008,152,"CHL",12,5,1,7.08,5.59,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,13794.36,0.560000002384186,10
"301","Chile",2009,152,"CHL",12,5,1,7.08,5.59,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,13977.19,0.560000002384186,10
"306","Chile",2010,152,"CHL",12,6,1,5.65,5.64,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,14834.48,0.560000002384186,10
"307","Chile",2011,152,"CHL",12,6,1,5.65,5.64,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,15519.08,0.560000002384186,10
"308","Chile",2012,152,"CHL",12,6,1,5.65,5.64,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,NA,0.560000002384186,10
"310","Chile",2013,152,"CHL",12,6,1,5.65,5.64,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,NA,0.560000002384186,NA
"305","Chile",2014,152,"CHL",12,7,1,8.04,2.09,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,NA,0.560000002384186,NA
"309","Chile",2015,NA,"CHL",12,7,1,8.04,2.09,0.71,1,NA,4,1,2,0.5,3,NA,NA,NA,NA,0.560000002384186,NA
"338","Costa Rica",1990,188,"CRI",13,1,1,3.25,2.21,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,4867.3599,0.529999971389771,10
"336","Costa Rica",1991,188,"CRI",13,2,1,4.1,2.21,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,4995.0801,0.529999971389771,10
"339","Costa Rica",1992,188,"CRI",13,2,1,4.1,2.21,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,5451.1099,0.529999971389771,10
"340","Costa Rica",1993,188,"CRI",13,2,1,4.1,2.21,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,5808.4102,0.529999971389771,10
"342","Costa Rica",1994,188,"CRI",13,2,1,4.1,2.21,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,6072.8198,0.529999971389771,10
"354","Costa Rica",1995,188,"CRI",13,3,1,4.78,2.3,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,6225.3701,0.529999971389771,10
"361","Costa Rica",1996,188,"CRI",13,3,1,4.78,2.3,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,5993.1602,0.529999971389771,10
"359","Costa Rica",1997,188,"CRI",13,3,1,4.78,2.3,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,6383.3701,0.529999971389771,10
"351","Costa Rica",1998,188,"CRI",13,3,1,4.78,2.3,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,6790.1899,0.529999971389771,10
"347","Costa Rica",1999,188,"CRI",13,4,1,6.28,2.56,0.52,1,NA,1,3,2,-1.5,3,-0.38,-0.12,4,7189.9199,0.529999971389771,10
"352","Costa Rica",2000,188,"CRI",13,4,1,6.28,2.56,0.52,1,3.00792860984802,1,3,2,-1.5,3,-0.38,-0.12,4,7264.27,0.529999971389771,10
"344","Costa Rica",2001,188,"CRI",13,4,1,6.28,2.56,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,7099.04,0.529999971389771,10
"341","Costa Rica",2002,188,"CRI",13,4,1,6.28,2.56,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,6991.7202,0.529999971389771,10
"357","Costa Rica",2003,188,"CRI",13,5,1,4.53,3.68,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,7287.1802,0.529999971389771,10
"358","Costa Rica",2004,188,"CRI",13,5,1,4.53,3.68,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,7609.0801,0.529999971389771,10
"356","Costa Rica",2005,188,"CRI",13,5,1,4.53,3.68,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,8243.8701,0.529999971389771,10
"360","Costa Rica",2006,188,"CRI",13,5,1,4.53,3.68,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,8582.6504,0.529999971389771,10
"346","Costa Rica",2007,188,"CRI",13,6,1,7.53,3.23,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,8769.0996,0.529999971389771,10
"349","Costa Rica",2008,188,"CRI",13,6,1,7.53,3.23,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,8711.5195,0.529999971389771,10
"345","Costa Rica",2009,188,"CRI",13,6,1,7.53,3.23,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,9264.8398,0.529999971389771,10
"353","Costa Rica",2010,188,"CRI",13,6,1,7.53,3.23,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,9400.0596,0.529999971389771,10
"337","Costa Rica",2011,188,"CRI",13,7,1,4.96,3.9,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,9485.71,0.529999971389771,10
"348","Costa Rica",2012,188,"CRI",13,7,1,4.96,3.9,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,NA,0.529999971389771,10
"350","Costa Rica",2013,188,"CRI",13,7,1,4.96,3.9,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,NA,0.529999971389771,NA
"355","Costa Rica",2014,188,"CRI",13,7,1,4.96,3.9,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,NA,0.529999971389771,NA
"343","Costa Rica",2015,NA,"CRI",13,8,1,6.34,4.92,0.52,1,NA,1,3,2,1.5,3,-0.38,-0.12,NA,NA,0.529999971389771,NA
"626","Croatia",2000,191,"HRV",14,1,4,5.65,4.01,0.75,1,11.0608825683594,1,2,2,2,1,NA,NA,3.5,10859.34,0.779999971389771,8
"627","Croatia",2001,191,"HRV",14,1,4,5.65,4.01,0.75,1,NA,1,2,2,2,1,NA,NA,NA,11344.87,0.779999971389771,8
"628","Croatia",2002,191,"HRV",14,1,4,5.65,4.01,0.75,1,9.739976171,1,2,2,2,1,NA,NA,NA,11873.29,0.779999971389771,8
"625","Croatia",2003,191,"HRV",14,1,3,5.65,4.01,0.75,1,9.916529529,1,2,2,2,1,NA,NA,NA,12485.51,0.779999971389771,8
"630","Croatia",2004,191,"HRV",14,2,3,9.6,3.56,0.75,1,10.45920276,1,2,2,2,1,NA,NA,NA,13293.71,0.779999971389771,8
"631","Croatia",2005,191,"HRV",14,2,3,9.6,3.56,0.75,1,10.47945704,1,2,2,2,1,NA,NA,NA,14453.97,0.779999971389771,9
"632","Croatia",2006,191,"HRV",14,2,3,9.6,3.56,0.75,1,11.08414217,1,2,2,2,1,NA,NA,NA,15499.01,0.779999971389771,9
"633","Croatia",2007,191,"HRV",14,2,3,9.6,3.56,0.75,1,11.62695369,1,2,2,2,1,NA,NA,NA,17130.57,0.779999971389771,9
"636","Croatia",2008,191,"HRV",14,3,3,7.58,3.07,0.75,1,11.93791277,1,2,2,2,1,NA,NA,NA,18296.131,0.779999971389771,9
"637","Croatia",2009,191,"HRV",14,3,2,7.58,3.07,0.75,1,12.24733652,1,2,2,2,1,NA,NA,NA,17902.971,0.779999971389771,9
"634","Croatia",2010,191,"HRV",14,3,2,7.58,3.07,0.75,1,11.43032837,1,2,2,2,1,NA,NA,NA,17624.66,0.779999971389771,9
"635","Croatia",2011,191,"HRV",14,3,3,7.58,3.07,0.75,1,11.62368416,1,2,2,2,1,NA,NA,NA,18020.41,0.779999971389771,9
"623","Croatia",2012,191,"HRV",14,4,2,12.31,2.59,0.75,1,11.9686122,1,2,2,2,1,NA,NA,NA,NA,0.779999971389771,9
"624","Croatia",2013,191,"HRV",14,4,2,12.31,2.59,0.75,1,NA,1,2,2,2,1,NA,NA,NA,NA,0.779999971389771,NA
"629","Croatia",2014,191,"HRV",14,4,2,12.31,2.59,0.75,1,NA,1,2,2,2,1,NA,NA,NA,NA,0.779999971389771,NA
"638","Croatia",2015,NA,"HRV",14,4,2,12.31,2.59,0.75,1,NA,1,2,2,2,1,NA,NA,NA,NA,0.779999971389771,NA
"374","Czech Republic",1993,203,"CZE",15,1,2,8.57,4.8,0.94,1,9.116647662,2,2,2,-1,1,NA,NA,5.5,12451.83,0.810000002384186,10
"375","Czech Republic",1994,203,"CZE",15,1,2,8.57,4.8,0.94,1,11.74829897,2,2,2,-1,1,NA,NA,5.5,13277.69,0.810000002384186,10
"376","Czech Republic",1995,203,"CZE",15,1,2,8.57,4.8,0.94,1,0.894884565,2,2,2,-1,1,NA,NA,5.5,14399.73,0.810000002384186,10
"377","Czech Republic",1996,203,"CZE",15,1,2,8.57,4.8,0.94,1,0.874932094,2,2,2,-1,1,NA,NA,5.5,15287.89,0.810000002384186,10
"372","Czech Republic",1997,203,"CZE",15,2,3,5.55,4.15,0.94,1,0.808811242,2,2,2,-1,1,NA,NA,5.5,14795.87,0.810000002384186,10
"370","Czech Republic",1998,203,"CZE",15,2,NA,5.55,4.15,0.94,1,0.879909382,2,2,2,-1,1,NA,NA,5.5,14364.55,0.810000002384186,10
